"Abs Int (Bck Sub, 2+)"	Charge	IgGIA1H3N3F1	IgGIA1H3N4	IgGIA1H3N4F1	IgGIA1H3N5F1	IgGIA1H3N6F3	IgGIA1H4N2	IgGIA1H4N3	IgGIA1H4N3F1	IgGIA1H4N3F2	IgGIA1H4N4	IgGIA1H4N4F1	IgGIA1H4N4F1S1	IgGIA1H4N4F2	IgGIA1H4N5F1	IgGIA1H4N5F1S1	IgGIA1H4N5F2S1	IgGIA1H5N3F1	IgGIA1H5N4	IgGIA1H5N4F1	IgGIA1H5N4F1S1	IgGIA1H5N4F1S2	IgGIA1H5N4F2	IgGIA1H5N4F2S1	IgGIA1H5N4F3	IgGIA1H5N5F1	IgGIA1H5N5F1S1	IgGIA1H5N5F2	IgGIA1H5N5F3	IgGIA1H6N3F1G1	IgGIA1H6N3F2	IgGIA1H6N5F1	IgGII1H3N3F1	IgGII1H3N4	IgGII1H3N4F1	IgGII1H3N5F1	IgGII1H3N6F3	IgGII1H4N2	IgGII1H4N3	IgGII1H4N3F1	IgGII1H4N3F2	IgGII1H4N4	IgGII1H4N4F1	IgGII1H4N4F1S1	IgGII1H4N4F2	IgGII1H4N5F1	IgGII1H4N5F1S1	IgGII1H4N5F2S1	IgGII1H5N3F1	IgGII1H5N4	IgGII1H5N4F1	IgGII1H5N4F1S1	IgGII1H5N4F1S2	IgGII1H5N4F2	IgGII1H5N4F2S1	IgGII1H5N4F3	IgGII1H5N5F1	IgGII1H5N5F1S1	IgGII1H5N5F2	IgGII1H5N5F3	IgGII1H6N3F1G1	IgGII1H6N3F2	IgGII1H6N5F1	IgGI1H3N3F1	IgGI1H3N4	IgGI1H3N4F1	IgGI1H3N5F1	IgGI1H3N6F3	IgGI1H4N2	IgGI1H4N3	IgGI1H4N3F1	IgGI1H4N3F2	IgGI1H4N4	IgGI1H4N4F1	IgGI1H4N4F1S1	IgGI1H4N4F2	IgGI1H4N5F1	IgGI1H4N5F1S1	IgGI1H4N5F2S1	IgGI1H5N3F1	IgGI1H5N4	IgGI1H5N4F1	IgGI1H5N4F1S1	IgGI1H5N4F1S2	IgGI1H5N4F2	IgGI1H5N4F2S1	IgGI1H5N4F3	IgGI1H5N5F1	IgGI1H5N5F1S1	IgGI1H5N5F2	IgGI1H5N5F3	IgGI1H6N3F1G1	IgGI1H6N3F2	IgGI1H6N5F1	IgGIILE1H3N3F1	IgGIILE1H3N4	IgGIILE1H3N4F1	IgGIILE1H3N5F1	IgGIILE1H3N6F3	IgGIILE1H4N2	IgGIILE1H4N3	IgGIILE1H4N3F1	IgGIILE1H4N3F2	IgGIILE1H4N4	IgGIILE1H4N4F1	IgGIILE1H4N4F1S1	IgGIILE1H4N4F2	IgGIILE1H4N5F1	IgGIILE1H4N5F1S1	IgGIILE1H4N5F2S1	IgGIILE1H5N3F1	IgGIILE1H5N4	IgGIILE1H5N4F1	IgGIILE1H5N4F1S1	IgGIILE1H5N4F1S2	IgGIILE1H5N4F2	IgGIILE1H5N4F2S1	IgGIILE1H5N4F3	IgGIILE1H5N5F1	IgGIILE1H5N5F1S1	IgGIILE1H5N5F2	IgGIILE1H5N5F3	IgGIILE1H6N3F1G1	IgGIILE1H6N3F2	IgGIILE1H6N5F1	IgGIF1H3N3F1	IgGIF1H3N4	IgGIF1H3N4F1	IgGIF1H3N5F1	IgGIF1H3N6F3	IgGIF1H4N2	IgGIF1H4N3	IgGIF1H4N3F1	IgGIF1H4N3F2	IgGIF1H4N4	IgGIF1H4N4F1	IgGIF1H4N4F1S1	IgGIF1H4N4F2	IgGIF1H4N5F1	IgGIF1H4N5F1S1	IgGIF1H4N5F2S1	IgGIF1H5N3F1	IgGIF1H5N4	IgGIF1H5N4F1	IgGIF1H5N4F1S1	IgGIF1H5N4F1S2	IgGIF1H5N4F2	IgGIF1H5N4F2S1	IgGIF1H5N4F3	IgGIF1H5N5F1	IgGIF1H5N5F1S1	IgGIF1H5N5F2	IgGIF1H5N5F3	IgGIF1H6N3F1G1	IgGIF1H6N3F2	IgGIF1H6N5F1
"alignedLin_id_14_2-A,4_01_55450.raw"		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	399821.1309	137008.9287	247457.5137	186450.6873	218083.8807	323726.5926	190920.1938	103823.3875	283562.3519	161968.8771	277751.9895	208227.6358	261098.1248	286125.1768	191957.1482	193575.4187	244244.7215	176887.3942	263017.0179	207871.4747	183473.5946	218399.9272	190937.0196	205115.091	238660.0293	193593.0522	242076.5978	200241.7205	220066.1407	220121.4109	217588.8855	822794.4126	322679.2768	792953.503	1148737.844	216687.2279	329721.7454	136276.0891	467421.1591	374073.9854	345742.772	1489304.098	398098.6326	628269.984	586666.3678	199707.3954	210693.6822	423216.5508	609246.9018	635815.9795	215204.9214	198561.5704	328500.9588	179641.3708	215316.4773	260448.1294	216733.5167	196623.4722	222789.7829	213739.7123	318680.6866	216948.8284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"alignedLin_id_17_2-C,3_01_55432.raw"		396626.0443	617850.4886	742530.8301	460533.4295	264573.9147	326336.0514	297191.3262	363864.3854	444982.8612	405025.0524	552596.7722	565453.0238	603974.1784	473890.1327	230053.9292	205591.0794	357377.3906	464420.652	512932.0365	297505.4452	184397.3782	380499.2851	200618.7051	293656.5248	358523.5083	206005.4286	233553.3297	202030.0129	324037.9114	394358.8486	245977.6042	419341.6124	147533.994	251682.7959	219805.4304	210028.5087	245310.1973	173482.0612	193760.5253	361052.5881	455946.5572	296169.1994	246151.1342	246957.9725	257217.9727	226080.5513	218449.616	211401.1711	326970.1527	247554.8266	218657.57	196977.8599	246853.1037	229003.711	218045.1716	231177.2426	211383.6088	228435.7406	213617.7643	235206.0769	251461.9432	209391.1423	877443.2629	348049.748	864470.2564	874587.5547	210977.957	241427.9983	179566.0194	866278.1968	540829.0022	480740.0614	1260696.396	253183.1002	379241.6575	803506.6495	226264.2052	185928.37	832613.9427	438648.8061	447397.8287	204593.8984	200406.501	258790.0004	201788.0535	205828.8253	237403.11	209548.87	212644.5662	245116.6164	218792.5589	331558.6649	209061.2553	785312.4145	234922.6409	1389247.7	889021.5153	179933.7002	253378.0201	524861.8278	515375.8682	331034.5456	546146.8428	604332.6769	269905.4072	505224.23	339776.2359	192899.0226	163694.995	730833.4589	651291.7463	460145.7714	198907.3996	160112.6152	317570.2277	168816.4755	199350.143	222644.0435	169052.4063	181997.7453	169395.6128	202526.0103	310101.3517	181040.2933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"alignedLin_id_19_2-H,1_01_55399.raw"		391071.0147	704411.4122	481902.2201	407957.7257	243757.6802	179921.9093	355745.2368	276464.273	328316.3252	348590.4427	468958.5619	506116.8145	660896.2592	509613.3572	300893.3071	260117.4964	305517.2629	387766.9585	449882.9999	383587.0251	231955.1278	442199.9291	257928.1833	299127.4268	487084.8958	253855.628	274165.8302	196690.2386	372141.1784	497753.3965	284780.4288	586682.8095	125287.5254	156125.5283	213875.0718	228365.6084	426973.3717	182210.3957	98381.43205	196170.8766	125884.8787	174459.0122	291635.9935	242937.67	213025.28	227587.0395	217760.0464	177718.1949	237813.0433	209760.7047	217321.9418	191884.443	278590.2185	201967.2828	220982.7342	213861.3671	204436.0667	235627.8306	211759.0346	244216.2204	238525.3459	230384.443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1606251.136	293753.0406	948281.9197	665206.9435	181424.1392	572577.6758	1457853.661	1852338.222	459935.3151	530818.2766	961973.1623	377038.5817	486207.6212	384093.518	211932.9401	190175.5289	1387016.35	760213.773	647572.3608	216228.0576	176598.8464	312270.4626	193769.0175	216135.6499	311917.4778	173299.5766	238492.1328	170982.276	262428.4914	438945.9384	190972.3708	443410.9418	421707.2833	1274966.945	1228092.659	213622.4745	946535.8072	655087.9509	3309034.446	518782.5378	841788.3849	1436919.37	426679.1299	619984.7998	522965.6735	225149.8315	204776.5765	1262683.465	928220.7355	765781.1814	266293.0059	207449.3774	360742.7803	237090.0041	257003.2713	460487.7684	205165.7812	213874.8928	202126.1433	244492.8271	323760.9658	213622.4745
"alignedLin_id_20_2-E,3_01_55438.raw"		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	672921.4056	211506.6486	214531.4626	344126.9853	187694.089	230053.1866	150105.0248	193803.8164	225589.2281	582867.3249	405315.6632	238325.3591	282870.0206	237835.1406	207690.4997	196425.5019	230492.1364	244402.7585	246103.8226	204948.4857	180596.3771	251304.5752	180232.5406	212620.5311	215335.5431	188451.9659	210142.707	189770.8844	224447.5277	341995.631	194527.5766	406313.0979	251946.291	215828.6935	325889.5649	127874.6194	160714.3803	208292.7056	392069.9804	222956.5733	255243.7231	508781.2113	168994.0725	287588.2406	245388.2154	145192.3376	120466.4261	248015.2138	293067.5573	243528.7934	152698.4563	121532.9315	228923.5395	114675.5781	141473.598	191574.4937	116667.4874	137785.1098	117815.5999	167757.8458	237400.9646	127576.8581	496587.1194	289431.8611	429633.2189	761310.8106	216737.4085	382946.6786	692210.6341	264234.4976	310737.7131	348654.3966	396291.9131	326876.7895	346450.0109	385553.4215	222470.9935	196941.5446	227501.8547	928465.413	474010.6432	221267.4921	167181.5164	245580.8144	208434.0638	223493.0516	294086.9358	192892.1661	212229.5426	186057.8954	220620.1773	285137.5632	193708.1619	380946.8243	333341.0514	1290191.733	818172.9098	199191.6311	362904.469	461106.4143	428559.9643	357926.3175	294042.2714	828596.5636	373088.7847	483815.0968	484787.6002	207321.4009	177747.6986	420001.0682	635833.5682	490433.1851	220543.2645	177811.0189	357307.4203	191545.5807	231275.1402	214280.1383	182010.0278	192261.3382	181555.7026	221945.263	261196.7989	198852.1737
"alignedLin_id_22_2-H,2_01_55423.raw"		639633.1255	884797.8367	520010.8625	401362.927	204109.5176	200732.4275	254958.8075	309252.047	338523.0547	379060.1923	495990.5185	485536.2166	611701.5108	521789.9169	287247.3794	205182.2371	317246.3108	416664.2939	519320.9051	367540.0276	208337.9003	459622.7655	278815.3542	304287.0041	409385.7817	249655.6391	300578.2389	191346.0006	375119.9927	550103.5443	246466.4762	377023.565	154254.1984	202840.4696	228162.9585	221643.7473	225027.7704	184165.128	157510.137	287135.5147	291799.8959	177590.84	237476.7633	289403.0835	230726.0094	229989.9465	228277.153	253013.7514	176342.1516	271030.7892	222397.3001	219764.5898	243939.4006	250988.6151	229214.7296	236086.4976	210652.3281	237848.9698	204679.1862	233197.3845	224042.193	205145.3301	449979.3524	418986.6937	884538.0306	1231098.824	193507.2624	227835.4297	181579.0404	651146.373	542704.1523	281109.9157	1366189.881	357213.1044	386452.541	806133.3945	203740.101	179770.6016	902279.9977	449317.795	391447.7325	219229.6571	182660.1321	261108.7404	198950.47	210266.7323	283064.1219	202196.7929	213801.8338	188680.9168	259247.1391	466024.401	191289.4134	963914.9036	230079.1658	1229041.812	1236472.921	209761.773	258642.887	836900.0567	649865.8873	506650.0526	630990.229	854235.908	356292.0381	624466.5421	391435.6418	209051.8938	216465.3387	505125.4165	797240.7221	645712.3607	240228.6057	176601.1143	353044.5097	196812.5698	238079.7242	217442.2598	206656.2296	200822.4593	201826.2681	253318.7015	401323.2133	217695.9275	382749.7601	337496.7391	703050.815	1089226.063	210672.2309	3061805.06	706764.2282	1028305.194	919419.3662	792266.6057	678741.7689	464720.6015	439834.4336	540904.3895	234618.5397	240522.355	676312.3386	1529076.184	411577.0044	230481.9325	224656.3521	368539.1464	207273.6468	233303.7448	262053.5471	222199.0728	217109.6928	233625.2662	402215.6902	359644.1422	208195.9397
"alignedLin_id_23_2-F,1_01_55393.raw"		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	643366.4362	192727.5155	205697.684	185812.8848	201528.8584	336793.2678	146807.685	137508.5108	209064.4959	295378.4204	184347.9599	208290.2738	267172.5766	239071.3157	197060.2684	195537.1252	217154.1156	191202.4348	249757.7804	187984.4122	173537.4097	222501.2054	199036.578	191904.5322	220740.4528	185551.5247	191276.6453	183588.3551	186910.8824	181154.5033	201528.8584	237956.1482	238414.1807	612058.3963	1256563.003	219605.7274	215505.9583	113787.976	394561.9583	459273.4117	279380.1776	965774.9576	379589.3796	397111.6529	809654.7419	213276.3912	176861.9108	564047.4787	391186.8698	333557.9763	239081.9261	183070.4445	311839.2196	216672.1677	226994.8762	288759.0866	191004.0971	201445.9841	194068.3242	230182.1171	615686.6396	201016.7541	6123383.928	392918.228	2935591.15	1067627.879	219921.9408	302700.4528	732316.4903	1385044.386	841289.2359	561337.5159	2038367.707	508997.8423	728612.2732	465502.9923	237003.9703	210467.6536	956750.3553	735388.0387	758429.1961	261029.8231	182674.1831	378660.6109	220950.806	256974.2784	298554.2019	195443.6681	219962.5048	190387.6209	245298.4304	490425.3702	244146.8623	632804.8861	524233.935	1824065.018	2050136.031	231281.0293	3768796.412	898213.5939	3143228.955	815800.1424	1127441.152	1442691.34	499978.8683	613463.652	746413.868	253314.9148	213355.0263	2125749.528	1513272.982	755791.3912	265296.0942	200312.2994	363279.1754	214536.753	248093.976	300471.9228	217474.1303	230609.7684	217614.3102	240076.6723	381969.0996	227880.7979
"alignedLin_id_24_2-C,4_01_55456.raw"		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	365909.4334	161085.6646	324009.0673	227911.0356	193052.9939	575068.5096	227156.8954	287352.2833	219054.5165	377377.259	346860.071	211537.9666	282546.2024	235398.0762	194187.9021	180693.5822	205261.0754	343764.768	230210.5529	206906.9674	160340.5311	231110.0672	192040.0851	202622.6508	215270.8836	180562.1851	184119.9987	179556.1695	214966.6079	248632.1363	191040.726	369768.6813	167820.0661	581211.8198	1010344.478	173479.3789	219617.0817	144423.9447	435986.9546	465876.0445	184497.9152	608749.8665	177945.8605	230093.3874	312541.5321	180573.2756	177439.8943	578202.0868	280856.8188	190310.1612	203711.5785	168204.8818	168112.7668	199022.0329	199889.0077	208157.947	181303.8979	208309.8875	172398.4101	179161.1321	166183.5029	190385.7426	856740.8482	272947.8262	1275502.231	847667.7077	194132.9971	238518.3908	931993.108	562711.0272	521043.1297	624164.9968	932674.5515	311254.5018	594604.8837	328288.0022	201460.3711	217229.24	504731.7855	677273.7873	553607.747	239301.5179	181760.4716	321958.676	207608.2167	238888.8707	199782.2585	191359.0113	199423.0896	185970.2404	195551.5236	328282.258	192126.7668	626937.7218	200065.0719	1231817.278	602487.0369	226371.1655	4183446.61	575520.275	655455.2466	558769.8506	759266.9147	540020.6149	305123.0016	343661.7222	450502.7114	231082.5876	212846.5738	833377.6453	995062.8865	366130.8342	227507.7956	194726.7028	230941.1178	220250.5065	229557.0246	212271.9963	238922.6356	213879.9128	244111.1946	233589.5861	292889.4336	223734.3263
"alignedLin_stand_01_2-B,4_01_55453.raw"		182727.2951	261290.5708	129646.008	173303.3092	155997.4026	286109.1902	142684.9212	128641.1173	171118.6912	235056.5689	232730.4121	413854.8388	390336.7146	215515.1252	152982.6845	150493.399	154358.4074	317262.8928	296260.2457	156168.4449	142958.6111	262778.2783	151601.3796	159451.8842	174349.7763	143018.3411	138995.0797	139175.4962	167256.3259	241993.0897	150545.0324	377385.3927	317283.7298	931150.7069	1214008.142	263300.5781	556882.5168	259565.4149	226861.2948	456695.6764	571781.7255	402992.3746	323545.1968	745742.589	559394.825	312996.773	222767.6722	418410.1197	786200.1265	413611.578	287338.2001	224516.9064	395218.6033	259411.4851	279264.1085	334656.2978	231085.8968	256450.1346	227534.5055	261210.1176	333348.7578	261881.5694	201403.8118	312543.2409	593061.1885	1103392.397	193883.2555	369306.8452	203253.067	241408.6646	241767.7367	226308.3918	416893.6318	244607.2385	477818.7699	538283.8261	239800.1788	193578.2776	311335.5412	508147.196	329496.8131	238879.8017	176219.4658	279459.4511	193085.2724	240379.0595	224475.8167	176199.585	188991.0403	182199.224	221501.2636	298994.95	197947.7425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217703.5981	340060.163	611996.5523	877534.0794	231411.8564	302352.6062	166058.1581	213897.9113	271893.699	434533.3695	323924.2306	309797.6587	430662.1749	477126.9824	302686.8669	201181.0627	306811.6902	478324.6458	420336.0547	264105.4163	203633.6678	251793.9798	225636.4978	290302.6887	401214.681	216757.7725	237569.2486	227050.343	296282.0845	259267.2408	231411.8564
"alignedLin_stand_03_2-D,3_01_55435.raw"		142678.344	540305.1628	130043.8293	176320.745	143661.332	247763.4626	151739.1	115300.1545	218707.1026	212316.5237	212005.9439	437301.4194	405528.2379	255049.6695	144018.6325	137679.0438	186119.9486	396367.785	324711.9832	160830.6835	134141.4012	280403.073	150185.6671	167429.6377	162030.5957	136983.7871	152759.8561	132293.5967	179177.9722	259017.3072	143649.0435	346605.4377	274155.8977	653008.3877	1020434.985	234832.048	443862.8188	232644.4682	209752.7467	352817.4763	557685.6288	357102.8528	296558.687	641038.0434	440542.4434	277663.1768	210672.5087	322163.3489	559643.3471	350896.1183	267329.5142	197172.5029	366554.1959	234363.8582	259737.1485	314473.0301	206052.6043	247410.3853	185794.911	224947.7716	294804.757	233817.3463	176772.4007	328425.0488	664599.2574	1254736.413	188363.0947	369360.2875	205143.5705	216495.3403	238255.4762	297861.6771	555513.2778	253485.4917	530541.3359	561148.4058	221117.3789	180882.5436	370301.347	430489.2532	349134.828	225080.4879	171884.6408	308793.4339	181896.8798	229145.2545	222205.4359	172849.3434	194178.627	167418.4115	228939.9396	293726.0917	183523.2049	268065.2928	160609.6927	204629.4321	217336.5778	212326.9581	390615.6435	200728.0342	217748.0209	274259.3518	333789.5437	171069.5726	349828.6525	377537.3474	345674.2946	223932.3287	169876.1767	169152.459	267990.1384	260686.5853	196366.1793	179087.4658	244481.4939	190862.3361	200351.949	207521.737	169882.2924	215942.6404	172981.2289	176583.2097	283359.7045	234775.3499	219233.1229	354086.7919	568606.5536	707492.9354	228937.4743	336368.5902	160975.7767	235438.5372	274813.1874	382491.0542	263684.2299	300716.003	485832.7251	440938.6837	284882.3059	193652.2976	255398.9981	545022.4678	417339.2698	259321.7812	193768.5756	353613.2258	198472.5617	278097.6384	309596.6585	200315.5402	236488.3095	201471.5479	232518.9492	271064.5192	226436.6647
"aligned_id_05_2-B,1_01_55381.raw"		427738.3081	240344.3456	921959.8289	757009.1574	214500.7125	381426.0796	601830.1039	355539.0871	464572.5223	341888.6931	572196.9833	714941.9807	453819.6686	372214.1188	194757.3671	152874.9326	333671.6881	470323.0083	532177.0139	251583.7519	181247.4134	306959.3612	147688.4475	246564.2998	236191.512	168327.061	177361.4095	179357.5116	270960.2454	340136.8302	186099.0425	792769.6191	187272.4389	338974.6446	548199.2968	139595.7168	273114.9542	146488.535	239573.4151	407386.9453	303516.0062	230842.2152	180205.747	268358.9626	259318.6356	154699.7529	135331.0627	191650.0625	205873.9868	189006.8044	162842.4735	111232.0596	167856.3914	140509.6599	163463.553	194860.5107	123332.4514	148465.023	122017.5699	170548.2069	232706.1286	151358.0274	259766.4831	314743.532	935039.4248	648012.7708	156919.8637	286910.7042	174575.61	548606.8473	466540.0619	348194.1048	864122.6595	271511.6351	529142.7419	514417.5236	208613.9716	151422.9151	382871.6929	489284.374	429706.9601	184485.2289	143922.6118	261458.3554	164054.7068	183274.862	191675.1317	144772.2827	158284.7818	136566.6272	182062.8029	223949.9265	159011.1433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148260.1447	354447.3947	483707.0578	1040871.444	123570.4458	349832.8439	181246.9849	213779.8156	285698.0976	279880.5273	358818.0575	229625.325	264445.8631	296888.4218	174481.8241	136698.9219	238445.3659	418592.9493	388448.6358	162168.5541	119186.8165	243837.9881	124776.7197	167333.0228	197317.3008	130824.5644	147370.3981	122951.0266	201520.7541	231925.011	124231.6774
"aligned_id_07_2-G,3_01_55444.raw"		423664.2363	745967.403	434417.7937	335432.6222	243892.0683	189312.9398	265206.0455	256948.3999	266812.0561	336686.9195	340391.0247	488925.316	396641.83	427884.7284	336745.8969	275036.2794	248122.0497	327055.1919	339786.0794	290782.0669	236984.5482	378858.0835	266749.2818	304931.3208	356152.138	294036.7409	353994.2303	337224.2384	336530.1089	472275.0714	262333.6599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	445944.1901	224712.3636	319704.3388	856592.0512	254231.5876	389371.1974	900359.5354	455247.3799	337446.7431	381711.8765	347504.5684	371417.8609	462758.9455	390273.3139	233479.0373	223639.7825	320197.0231	781271.9863	548067.5016	269504.0467	198332.1158	302417.2233	252147.299	268172.6989	337265.7977	235346.5416	244370.6865	235685.4506	382822.0266	313452.3951	250813.9949	456226.4054	442715.2337	1557951.908	983399.1346	209402.0576	445677.4917	581279.8256	540791.9293	418712.8824	367352.5799	1105848.905	437582.5906	632842.6517	709426.2395	212555.5435	213814.5986	473422.5249	748046.2221	605182.546	275957.3786	212150.0629	255253.4668	220570.952	251230.4509	253347.5266	204866.621	212086.7651	203275.9801	237350.2125	366237.7339	212813.3442
"aligned_id_12_2-D,2_01_55411.raw"		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1123994.367	480429.2786	516241.9277	849861.8684	226269.424	496603.3565	238843.2858	303763.9555	338967.7297	462197.5471	475496.7842	280372.2487	529750.3023	398733.4617	270035.7403	217839.9471	315693.8239	404497.9517	331981.9909	267140.4606	207155.5158	297698.2904	244054.5612	264262.9335	295334.3982	222156.7579	258983.729	225323.5444	256059.6338	329306.4692	254994.1647	409591.3127	363726.0317	957446.713	2163895.48	212972.6084	322867.7754	131062.4477	420040.0942	837102.1723	266584.6512	935400.2579	340500.4016	504544.668	980304.2178	225794.9702	176587.0744	546991.4976	373187.3828	345395.6759	225946.0488	209629.7285	254593.5031	210223.345	222637.0772	253468.0174	197777.9415	204533.6141	203678.0948	210455.6061	540535.6196	212972.6084	943412.8637	564959.2052	2490689.506	1100901.056	253644.4948	304740.3018	1227267.73	781862.964	807512.4472	793396.9977	1448675.088	553238.634	1028815.178	425178.27	256384.6194	236072.7227	953794.0452	730778.688	853033.658	287799.9271	211343.7912	479071.0692	247219.9311	286952.3543	334773.7517	253984.4699	259365.4468	243143.6596	264811.0452	482928.9125	315415.5392	522954.4505	402149.0713	1404495.37	2251741.206	247376.8021	3996498.542	810999.9982	1839963.123	619479.7464	898572.1166	1205243.118	486024.72	612898.621	725949.427	300536.5163	271849.6976	835147.926	1302939.157	853446.9673	303239.1266	234747.5524	380921.2848	250537.5208	304457.5159	334451.918	267940.9	270599.3141	271077.2435	333008.3707	401207.4346	247376.8021
"aligned_id_15_2-D,1_01_55387.raw"		138287.4695	258442.1131	137039.0418	236877.5387	165904.8466	200503.8027	137137.0316	117921.8435	165861.9699	109023.484	217044.4337	353025.2197	160676.8823	151439.4427	132822.099	168432.7881	266671.3536	210595.6331	168381.4566	122029.6994	146292.5109	293440.6741	180753.7732	121759.1177	231618.8301	151063.7651	143790.9978	151905.3473	213465.125	234988.054	140461.1686	543893.126	168754.1963	402099.1661	358499.8177	138275.2211	411921.1769	137414.7831	236919.1055	396657.6771	244377.5452	231054.6888	201366.5147	251263.3625	203128.1366	158296.8439	125180.9675	191697.6799	188069.0796	194577.382	147409.4865	111316.9345	191237.2975	128720.5163	147409.4865	161663.7106	115054.8731	140710.0911	122914.4189	161666.8302	194745.4451	140198.7777	859176.2717	384378.0214	1360223.333	1866463.071	197388.4129	411201.9078	284946.0447	539264.8512	1973629.321	318397.2673	1492613.687	417538.2827	689084.2264	866787.8081	205687.2377	201118.0268	601408.9496	909156.105	663685.8795	243008.2433	180662.7175	349846.4752	177549.7895	240761.0397	259760.4202	180042.5861	208024.3049	173998.4731	217691.2701	388443.4349	246905.9517	2042119.903	297569.1274	1486595.425	980963.6494	161226.9122	252102.859	569431.218	1177357.706	755844.6382	475063.7361	1666709.159	636673.4658	1455545.281	411732.8725	186294.8385	170644.0412	927340.8704	600084.2546	858531.6081	227158.8111	149903.8972	480602.8961	165480.2379	225291.5596	240538.2392	151018.5724	170419.9595	150945.6	201782.6707	344081.8416	179498.8684	276196.0063	225603.5553	653763.7805	852778.5713	162362.1022	1877274.296	526056.3576	657847.0275	637287.6457	972524.663	666621.5894	354802.4902	391620.4145	413680.0914	205975.0415	157708.2089	893034.1534	847696.4391	509279.7193	193583.4711	146422.858	293045.3827	170844.4102	194248.7725	204725.5573	152183.8947	162439.7513	151409.4401	220318.6529	351027.96	162424.9699
"aligned_id_16_2-C,2_01_55408.raw"		358169.1462	365876.3502	835459.3	365451.6445	199308.2783	285119.1966	285692.7982	349186.5422	360424.1997	309586.7506	572992.656	593882.6366	467213.7482	347435.2586	197942.3221	184190.6879	314880.6443	430001.8758	417243.6645	244103.3223	166869.8537	297061.4784	179728.9876	213733.5524	270022.8925	184725.1452	182465.6131	152982.2568	252294.7084	330906.9917	201413.0476	328794.8747	135061.5186	291268.5162	286072.6152	183810.896	329127.1825	130997.0716	153540.6434	231211.0173	457672.7764	339296.196	212425.4165	219288.6787	208863.4379	194706.8233	181631.6239	254213.1873	235996.627	204200.5878	189132.5232	169150.1533	218943.98	213609.0467	188864.7495	207669.9632	184641.5406	186091.4445	189354.3012	182486.2192	208436.9788	184556.2957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	726964.4623	149154.4841	580110.8483	634494.1935	138687.4322	227506.9703	640239.4849	339180.0265	276399.7321	346970.8368	376123.4401	233913.0037	359343.5318	235588.6138	161529.7972	128843.0367	316622.227	626336.4365	328782.0172	165679.1219	122327.422	224457.1825	134551.3746	162388.1358	180471.5067	129291.7337	143619.4944	125894.7526	181146.5985	256551.4355	154732.8409	183195.2823	192187.7828	913526.1724	531458.8223	145323.827	521248.8284	220232.4359	467021.703	287967.8136	459177.5206	474603.2054	293775.6302	272029.2637	335164.4744	166957.0367	145175.4752	331502.8297	660400.8912	312444.1246	168073.0846	144898.3126	196334.6367	149826.3514	170875.8527	202397.0165	146148.85	156377.0572	152532.0902	184917.7335	224129.8294	144778.0376
